lead_created_pst,campaign_name,ad_group,cost,expected_revenue,clicks,conversions,contact_rate,referral_rate,ref_ms _rate
3/21/24,Campaign ABC,AG 65,15.75,0,3,0,,,
3/21/24,Campaign ABC,AG 66,33.35,0,11,0,,,
3/21/24,Campaign ABC,AG 67,20.4,0,4,0,,,
3/21/24,Campaign ABC,AG 71,2.62,0,1,0,,,
3/21/24,Campaign ABC,AG 73,0,0,0,0,,,
3/20/24,Campaign ABC,AG 1,0,0,0,0,,,
3/20/24,Campaign ABC,AG2,6.47,0,2,0,,,
3/20/24,Campaign ABC,AG 4,43.22,0,7,0,,,
3/20/24,Campaign ABC,AG 5,0,0,0,0,,,
3/20/24,Campaign ABC,AG 6,1.69,0,1,0,,,
3/20/24,Campaign ABC,AG 7,4.12,0,1,0,,,
3/20/24,Campaign ABC,AG 8,27.51,0,10,0,,,
3/20/24,Campaign ABC,AG 9,7.98,0,2,0,,,
3/20/24,Campaign ABC,AG 10,15.93,0,2,0,,,
3/20/24,Campaign ABC,AG 11,9.11,0,3,1,0,0,
3/20/24,Campaign ABC,AG 12,37.27,0,7,0,,,
3/20/24,Campaign ABC,AG 13,7.81,42.99,5,0,0,1,0
3/20/24,Campaign ABC,AG 14,31.91,0,15,0,,,
3/20/24,Campaign ABC,AG 15,19.75,0,6,0,0,0,
3/20/24,Campaign ABC,AG 16,2.76,0,1,0,,,
3/20/24,Campaign ABC,AG 17,21.21,0,7,0,0,0,
3/20/24,Campaign ABC,AG 19,0,0,0,0,,,
3/20/24,Campaign ABC,AG 20,3.12,0,1,0,,,
3/20/24,Campaign ABC,AG 21,303.29,6890.3,62,5,0.5,0.5,0.666666667
3/20/24,Campaign ABC,AG 22,71.08,17.32,20,1,1,1,0
3/20/24,Campaign ABC,AG 23,25.28,0,8,0,,,
3/20/24,Campaign ABC,AG 24,12.26,0,4,0,,,
3/20/24,Campaign ABC,AG 25,543.23,90.89,66,7,0.5,0.2,0.5
3/20/24,Campaign ABC,AG 27,1381.84,5431.39,266,22,0.5,0.625,0.2
3/20/24,Campaign ABC,AG 28,30.78,19.33,9,1,0,1,0
3/20/24,Campaign ABC,AG 30,5.9,0,2,0,,,
3/20/24,Campaign ABC,AG 34,579.09,7.39,159,3,0.25,0.125,0
3/20/24,Campaign ABC,AG 35,96.88,72.17,35,1,0,0.25,0
3/20/24,Campaign ABC,AG 36,263.39,0,77,2,0.5,0,
3/20/24,Campaign ABC,AG 37,10.62,0,2,0,,,
3/20/24,Campaign ABC,AG 38,0,0,0,0,,,
3/20/24,Campaign ABC,AG 40,7.44,0,3,0,,,
3/20/24,Campaign ABC,AG 42,0,0,0,0,,,
3/20/24,Campaign ABC,AG 43,151.05,81.01,86,2,0.375,0.25,0.5
3/20/24,Campaign ABC,AG 44,32.29,0,9,0,0.333333333,0,
3/20/24,Campaign ABC,AG 45,7.59,0,1,0,,,
3/20/24,Campaign ABC,AG 46,30.2,0,5,0,,,
3/20/24,Campaign ABC,AG 47,1076.01,284.98,574,24,0.522727273,0.7,0.25
3/20/24,Campaign ABC,AG 48,0,0,0,0,,,
3/20/24,Campaign ABC,AG 49,4.07,0,1,0,,,
3/20/24,Campaign ABC,AG 50,0,0,0,0,,,
3/20/24,Campaign ABC,AG 52,53.14,0,21,1,0,0,
3/20/24,Campaign ABC,AG 54,238.36,80,58,5,1,0.5,0.5
3/20/24,Campaign ABC,AG 55,610.8,30.91,188,10,0.571428571,0.214285714,0.333333333
3/20/24,Campaign ABC,AG 57,8.6,0,1,2,1,1,0
3/20/24,Campaign ABC,AG 58,0,0,0,0,,,
3/20/24,Campaign ABC,AG 59,0,0,0,0,,,
3/20/24,Campaign ABC,AG 60,5.03,0,2,0,,,
3/20/24,Campaign ABC,AG 61,30.15,0,7,1,0,0,
3/20/24,Campaign ABC,AG 64,18.4,0,6,1,0,0,
3/20/24,Campaign ABC,AG 65,3.8,0,1,0,,,
3/20/24,Campaign ABC,AG 66,40.68,1432.74,15,0,1,1,1
3/20/24,Campaign ABC,AG 67,38.64,0,4,1,1,0,
3/20/24,Campaign ABC,AG 69,0,0,0,0,,,
3/20/24,Campaign ABC,AG 71,0,0,0,0,,,
3/19/24,Campaign ABC,AG 1,13.71,0,2,0,,,
3/19/24,Campaign ABC,AG2,0,0,0,0,,,
3/19/24,Campaign ABC,AG 4,60.19,2625,14,3,0.6,0.8,1
3/19/24,Campaign ABC,AG 6,0,0,0,0,,,
3/19/24,Campaign ABC,AG 7,0,0,0,0,,,
3/19/24,Campaign ABC,AG 8,61,0,13,1,0,0,
3/19/24,Campaign ABC,AG 9,11.89,0,3,0,,,
3/19/24,Campaign ABC,AG 10,11.13,0,4,1,0,0,
3/19/24,Campaign ABC,AG 11,17.97,0,4,1,1,0,
3/19/24,Campaign ABC,AG 12,37.28,0,7,0,,,
3/19/24,Campaign ABC,AG 13,15.67,0,8,0,,,
3/19/24,Campaign ABC,AG 14,28.03,0,20,0,,,
3/19/24,Campaign ABC,AG 15,11.17,0,5,1,0,0,
3/19/24,Campaign ABC,AG 16,7.36,0,2,0,,,
3/19/24,Campaign ABC,AG 17,37.41,0,7,1,,,
3/19/24,Campaign ABC,AG 19,4.71,0,1,0,,,
3/19/24,Campaign ABC,AG 20,9.41,0,5,0,,,
3/19/24,Campaign ABC,AG 21,350.64,0,74,3,1,0.5,0
3/19/24,Campaign ABC,AG 22,99.05,0,27,1,0,0,
3/19/24,Campaign ABC,AG 23,18.49,0,7,0,,,
3/19/24,Campaign ABC,AG 25,448.36,890.94,61,13,0.375,0.3125,0.6
3/19/24,Campaign ABC,AG 27,1620.92,1756.9,358,23,0.352941176,0.382352941,0.153846154
3/19/24,Campaign ABC,AG 28,18.14,0,7,0,,,
3/19/24,Campaign ABC,AG 30,4.23,0,1,0,,,
3/19/24,Campaign ABC,AG 32,0,0,0,0,,,
3/19/24,Campaign ABC,AG 34,688.99,146.17,158,8,0.555555556,0.444444444,0
3/19/24,Campaign ABC,AG 35,77.12,38.17,37,2,0.333333333,0.666666667,0
3/19/24,Campaign ABC,AG 36,340.71,288.62,77,5,0.666666667,0.666666667,0.25
3/19/24,Campaign ABC,AG 37,10.93,0,2,0,,,
3/19/24,Campaign ABC,AG 38,0,0,0,0,,,
3/19/24,Campaign ABC,AG 40,24.35,0,4,0,,,
3/19/24,Campaign ABC,AG 42,0,0,0,0,,,
3/19/24,Campaign ABC,AG 43,158.56,81.25,79,6,0.5,0.25,0
3/19/24,Campaign ABC,AG 44,20.32,0,10,0,,,
3/19/24,Campaign ABC,AG 45,0,0,0,0,,,
3/19/24,Campaign ABC,AG 46,39.88,0,10,1,1,1,0
3/19/24,Campaign ABC,AG 47,1145.67,200.04,648,15,0.465116279,0.45,0.25
3/19/24,Campaign ABC,AG 48,14.94,0,5,0,,,
3/19/24,Campaign ABC,AG 49,0,0,0,0,,,
3/19/24,Campaign ABC,AG 50,6.26,0,3,0,,,
3/19/24,Campaign ABC,AG 52,51.07,0,15,0,,,
3/19/24,Campaign ABC,AG 53,0,0,0,0,,,
3/19/24,Campaign ABC,AG 54,221.73,1348.69,64,6,0.625,0.375,0.333333333
3/19/24,Campaign ABC,AG 55,797.03,5047.79,221,12,0.473684211,0.263157895,0.4
3/19/24,Campaign ABC,AG 56,0,0,0,0,,,
3/19/24,Campaign ABC,AG 57,7.94,0,1,0,,,
3/19/24,Campaign ABC,AG 59,11.16,0,2,0,,,
3/19/24,Campaign ABC,AG 60,0,0,0,0,,,
3/19/24,Campaign ABC,AG 61,35.83,0,8,0,,,
3/19/24,Campaign ABC,AG 64,7.07,0,2,0,,,
3/19/24,Campaign ABC,AG 65,20.09,0,4,0,,,
3/19/24,Campaign ABC,AG 66,41.53,0,13,0,,,
3/19/24,Campaign ABC,AG 67,82.54,0,13,0,,,
3/19/24,Campaign ABC,AG 70,0,0,0,0,,,
3/19/24,Campaign ABC,AG 71,5.58,0,1,0,1,1,0
3/19/24,Campaign ABC,AG 73,9.19,0,1,0,,,
3/18/24,Campaign ABC,AG 1,0,0,0,0,,,
3/18/24,Campaign ABC,AG2,0,0,0,0,,,
3/18/24,Campaign ABC,AG 4,65.54,0,15,1,1,1,1
3/18/24,Campaign ABC,AG 5,0,0,0,0,,,
3/18/24,Campaign ABC,AG 6,4.34,0,2,0,,,
3/18/24,Campaign ABC,AG 7,5.75,0,2,0,,,
3/18/24,Campaign ABC,AG 8,27.84,0,9,0,,,
3/18/24,Campaign ABC,AG 9,18.12,0,6,0,,,
3/18/24,Campaign ABC,AG 10,9.09,0,3,0,,,
3/18/24,Campaign ABC,AG 11,20.98,0,4,0,,,
3/18/24,Campaign ABC,AG 12,23.49,0,4,0,,,
3/18/24,Campaign ABC,AG 13,18.11,0,7,1,,,
3/18/24,Campaign ABC,AG 14,26.76,12.54,17,0,0,1,0
3/18/24,Campaign ABC,AG 15,24.44,0,8,1,,,
3/18/24,Campaign ABC,AG 17,33,100,5,3,1,0.5,0
3/18/24,Campaign ABC,AG 19,0,0,0,0,,,
3/18/24,Campaign ABC,AG 20,16.56,0,4,0,,,
3/18/24,Campaign ABC,AG 21,353.23,76.06,71,3,0.4,0.4,0
3/18/24,Campaign ABC,AG 22,94.02,0,30,0,,,
3/18/24,Campaign ABC,AG 23,32.82,0,10,0,,,
3/18/24,Campaign ABC,AG 25,451.82,48.94,59,9,0.538461538,0.538461538,0
3/18/24,Campaign ABC,AG 27,1377.99,2018.76,273,25,0.566666667,0.466666667,0.357142857
3/18/24,Campaign ABC,AG 28,20.77,0,9,1,0,1,0
3/18/24,Campaign ABC,AG 29,1.11,0,1,0,,,
3/18/24,Campaign ABC,AG 34,446.62,115.01,120,7,0.444444444,0.555555556,0.2
3/18/24,Campaign ABC,AG 35,89.88,3.29,33,1,1,1,0
3/18/24,Campaign ABC,AG 36,120.61,55,37,4,0.333333333,0.666666667,0.5
3/18/24,Campaign ABC,AG 37,4.24,0,2,0,,,
3/18/24,Campaign ABC,AG 38,2.79,0,3,0,,,
3/18/24,Campaign ABC,AG 40,8.4,80,4,2,1,1,0.5
3/18/24,Campaign ABC,AG 42,1.72,0,1,0,,,
3/18/24,Campaign ABC,AG 43,158.22,43.88,87,6,0.571428571,0.428571429,0.666666667
3/18/24,Campaign ABC,AG 44,22,0,8,0,0,0,
3/18/24,Campaign ABC,AG 46,37.93,0,10,1,0,0,
3/18/24,Campaign ABC,AG 47,960.32,63.66,568,24,0.315789474,0.4,0.3
3/18/24,Campaign ABC,AG 48,0,0,0,0,,,
3/18/24,Campaign ABC,AG 49,15.74,55.81,2,0,0,1,0
3/18/24,Campaign ABC,AG 50,9.67,0,1,0,,,
3/18/24,Campaign ABC,AG 52,51.04,0,16,0,,,
3/18/24,Campaign ABC,AG 53,3.17,0,1,0,,,
3/18/24,Campaign ABC,AG 54,149.29,0,44,2,0,0,
3/18/24,Campaign ABC,AG 55,758.51,29.91,208,12,0.4,0.133333333,0
3/18/24,Campaign ABC,AG 56,0,0,0,0,,,
3/18/24,Campaign ABC,AG 57,0,0,0,0,,,
3/18/24,Campaign ABC,AG 59,0,0,0,0,,,
3/18/24,Campaign ABC,AG 60,6.86,0,2,0,,,
3/18/24,Campaign ABC,AG 61,29.77,0,7,1,0,0,
3/18/24,Campaign ABC,AG 64,2.97,0,1,0,,,
3/18/24,Campaign ABC,AG 65,0,0,0,0,,,
3/18/24,Campaign ABC,AG 66,25.44,0,8,0,,,
3/18/24,Campaign ABC,AG 67,20.54,0,6,1,0.5,0.5,0
3/18/24,Campaign ABC,AG 71,0,0,0,0,,,
3/17/24,Campaign ABC,AG 1,17.47,0,3,0,,,
3/17/24,Campaign ABC,AG2,0,0,0,0,,,
3/17/24,Campaign ABC,AG 4,74.95,0,10,1,1,0,
3/17/24,Campaign ABC,AG 5,2.42,0,1,0,,,
3/17/24,Campaign ABC,AG 6,0,0,0,0,,,
3/17/24,Campaign ABC,AG 7,0,0,0,0,,,
3/17/24,Campaign ABC,AG 8,17.71,0,5,2,0.666666667,0,
3/17/24,Campaign ABC,AG 9,15.61,0,4,0,,,
3/17/24,Campaign ABC,AG 10,15.52,0,2,0,,,
3/17/24,Campaign ABC,AG 11,34.34,4.73,8,2,0.25,0.25,0
3/17/24,Campaign ABC,AG 12,27.83,0,6,0,,,
3/17/24,Campaign ABC,AG 13,16.8,0,7,0,,,
3/17/24,Campaign ABC,AG 14,32.42,0,19,1,0,0,
3/17/24,Campaign ABC,AG 15,13.77,0,3,1,1,0,
3/17/24,Campaign ABC,AG 17,10.79,0,3,0,,,
3/17/24,Campaign ABC,AG 20,23.09,0,3,0,,,
3/17/24,Campaign ABC,AG 21,149.86,190.66,29,4,0.6,0.8,0
3/17/24,Campaign ABC,AG 22,104.87,0,21,0,,,
3/17/24,Campaign ABC,AG 23,17.13,0,9,0,,,
3/17/24,Campaign ABC,AG 25,319.71,19.35,41,7,0.454545455,0.454545455,0.2
3/17/24,Campaign ABC,AG 27,1030.5,459.29,217,15,0.461538462,0.538461538,0.214285714
3/17/24,Campaign ABC,AG 28,24.05,0,7,0,0,0,
3/17/24,Campaign ABC,AG 34,584.57,121.13,145,8,0.461538462,0.384615385,0
3/17/24,Campaign ABC,AG 35,77.27,0,35,1,0,0,
3/17/24,Campaign ABC,AG 36,189.67,53.17,46,4,0.5,0.5,0
3/17/24,Campaign ABC,AG 37,11.06,0,2,0,,,
3/17/24,Campaign ABC,AG 40,4.67,0,2,0,,,
3/17/24,Campaign ABC,AG 42,0,0,0,0,,,
3/17/24,Campaign ABC,AG 43,110.33,27.87,70,3,0.25,0.25,0
3/17/24,Campaign ABC,AG 44,12.15,0,5,0,,,
3/17/24,Campaign ABC,AG 46,47.17,0,8,0,0,0,
3/17/24,Campaign ABC,AG 47,1143.26,110.93,689,19,0.4,0.5,0.2
3/17/24,Campaign ABC,AG 48,20.02,0,4,0,,,
3/17/24,Campaign ABC,AG 50,0,0,0,0,,,
3/17/24,Campaign ABC,AG 52,81.67,239.49,23,2,0.5,0.5,0
3/17/24,Campaign ABC,AG 53,1.07,0,1,0,,,
3/17/24,Campaign ABC,AG 54,154.05,0,49,2,0,0,
3/17/24,Campaign ABC,AG 55,937.85,11.85,259,14,0.5625,0.3125,0.4
3/17/24,Campaign ABC,AG 57,0,0,0,0,,,
3/17/24,Campaign ABC,AG 58,0,0,0,0,,,
3/17/24,Campaign ABC,AG 59,0,0,0,0,,,
3/17/24,Campaign ABC,AG 60,0,0,0,0,,,
3/17/24,Campaign ABC,AG 61,20.2,0,5,1,0,0,
3/17/24,Campaign ABC,AG 64,14.02,29.36,7,1,1,1,0
3/17/24,Campaign ABC,AG 65,10.14,0,2,0,,,
3/17/24,Campaign ABC,AG 66,69.22,989.95,25,2,0.5,0.5,1
3/17/24,Campaign ABC,AG 67,35.03,0,7,2,0.5,0.5,0
3/16/24,Campaign ABC,AG 1,7.94,0,2,0,,,
3/16/24,Campaign ABC,AG2,0,0,0,0,,,
3/16/24,Campaign ABC,AG 4,70.21,0,12,0,,,
3/16/24,Campaign ABC,AG 5,0,0,0,0,,,
3/16/24,Campaign ABC,AG 6,8.93,0,2,0,,,
3/16/24,Campaign ABC,AG 7,0,0,0,0,,,
3/16/24,Campaign ABC,AG 8,33.29,0,10,1,1,0,
3/16/24,Campaign ABC,AG 9,23.37,0,4,0,,,
3/16/24,Campaign ABC,AG 10,0,0,0,0,,,
3/16/24,Campaign ABC,AG 11,26.42,0,4,0,,,
3/16/24,Campaign ABC,AG 12,24.25,0,6,0,,,
3/16/24,Campaign ABC,AG 13,13.03,0,4,0,,,
3/16/24,Campaign ABC,AG 14,12.92,0,10,0,,,
3/16/24,Campaign ABC,AG 15,9.54,0,4,0,,,
3/16/24,Campaign ABC,AG 17,37.5,0,6,1,0,0,
3/16/24,Campaign ABC,AG 20,0,0,0,0,,,
3/16/24,Campaign ABC,AG 21,196.21,4834.81,30,4,0.5,0.666666667,0.5
3/16/24,Campaign ABC,AG 22,105.33,0,27,1,0,0,
3/16/24,Campaign ABC,AG 23,12.67,1.96,2,0,1,1,0
3/16/24,Campaign ABC,AG 25,351.94,157.35,44,5,0.857142857,0.285714286,0.5
3/16/24,Campaign ABC,AG 27,1217.06,382.83,254,23,0.485714286,0.485714286,0.294117647
3/16/24,Campaign ABC,AG 28,39.62,0,13,1,0.5,0,
3/16/24,Campaign ABC,AG 34,570.78,1.04,145,5,0.5,0.333333333,0.5
3/16/24,Campaign ABC,AG 35,77.2,135.55,34,4,0.714285714,0.285714286,0
3/16/24,Campaign ABC,AG 36,208.79,226.36,49,5,0.4,1,0.4
3/16/24,Campaign ABC,AG 37,4.95,0,1,2,0,0,
3/16/24,Campaign ABC,AG 40,0,0,0,0,,,
3/16/24,Campaign ABC,AG 42,0,0,0,0,,,
3/16/24,Campaign ABC,AG 43,150.87,0,72,1,0.8,0,
3/16/24,Campaign ABC,AG 44,23.32,0,9,0,,,
3/16/24,Campaign ABC,AG 46,10.95,0,3,0,,,
3/16/24,Campaign ABC,AG 47,1210.43,811.83,703,24,0.490566038,0.339622642,0.388888889
3/16/24,Campaign ABC,AG 48,5.04,0,2,0,,,
3/16/24,Campaign ABC,AG 49,0,0,0,0,,,
3/16/24,Campaign ABC,AG 50,0.93,0,1,0,,,
3/16/24,Campaign ABC,AG 51,0,0,0,0,,,
3/16/24,Campaign ABC,AG 52,69.52,31.19,23,3,0.5,1,0
3/16/24,Campaign ABC,AG 54,204.43,4630.51,61,4,0.75,0.5,0.75
3/16/24,Campaign ABC,AG 55,468.51,7672.87,123,5,0.75,0.666666667,0.375
3/16/24,Campaign ABC,AG 57,0,0,0,0,,,
3/16/24,Campaign ABC,AG 59,0,0,0,0,,,
3/16/24,Campaign ABC,AG 60,0,0,0,0,,,
3/16/24,Campaign ABC,AG 61,9.08,0,3,0,,,
3/16/24,Campaign ABC,AG 64,5.82,1174.4,1,0,0,1,1
3/16/24,Campaign ABC,AG 65,8.63,0,1,0,,,
3/16/24,Campaign ABC,AG 66,43.64,0,20,0,,,
3/16/24,Campaign ABC,AG 67,50.43,0,10,0,,,
3/16/24,Campaign ABC,AG 71,4.66,0,1,0,,,
3/16/24,Campaign ABC,AG 73,0,0,0,0,,,
3/15/24,Campaign ABC,AG 1,2.35,0,1,0,,,
3/15/24,Campaign ABC,AG2,0,0,0,0,,,
3/15/24,Campaign ABC,AG 4,29.96,0,6,0,,,
3/15/24,Campaign ABC,AG 5,0,0,0,0,,,
3/15/24,Campaign ABC,AG 6,0,0,0,0,,,
3/15/24,Campaign ABC,AG 7,3.82,0,1,1,0,0,
3/15/24,Campaign ABC,AG 8,49.47,0,17,0,,,
3/15/24,Campaign ABC,AG 9,5.51,0,3,0,,,
3/15/24,Campaign ABC,AG 10,5.24,0,1,0,,,
3/15/24,Campaign ABC,AG 11,12.43,0,2,0,,,
3/15/24,Campaign ABC,AG 12,21.91,0,3,1,0.5,0,
3/15/24,Campaign ABC,AG 13,6.71,0,3,0,,,
3/15/24,Campaign ABC,AG 14,22.16,0,17,0,0,0,
3/15/24,Campaign ABC,AG 15,24.8,7.6,9,2,1,1,0.5
3/15/24,Campaign ABC,AG 17,6.93,0,5,0,,,
3/15/24,Campaign ABC,AG 20,39.83,0,6,0,,,
3/15/24,Campaign ABC,AG 21,128.2,2967.56,24,3,0.5,1,0.5
3/15/24,Campaign ABC,AG 22,86.8,0,22,0,,,
3/15/24,Campaign ABC,AG 23,22.81,7.77,10,1,0.5,0.5,1
3/15/24,Campaign ABC,AG 25,342.89,316.17,43,4,0.6,0.6,0.666666667
3/15/24,Campaign ABC,AG 27,1296.99,2534.38,244,26,0.433333333,0.7,0.19047619
3/15/24,Campaign ABC,AG 28,4.01,0,4,0,,,
3/15/24,Campaign ABC,AG 34,671.66,22.97,163,4,0.285714286,0.571428571,0.5
3/15/24,Campaign ABC,AG 35,137.95,0,49,2,0.5,0,
3/15/24,Campaign ABC,AG 36,275.02,26.1,67,2,0,0.666666667,0
3/15/24,Campaign ABC,AG 37,1.34,0,1,0,,,
3/15/24,Campaign ABC,AG 38,0,0,0,0,,,
3/15/24,Campaign ABC,AG 40,2.31,0,1,0,,,
3/15/24,Campaign ABC,AG 42,5.4,0,2,0,,,
3/15/24,Campaign ABC,AG 43,173.93,0,105,0,0,0,
3/15/24,Campaign ABC,AG 44,15.55,0,7,0,,,
3/15/24,Campaign ABC,AG 46,39.37,0,10,0,,,
3/15/24,Campaign ABC,AG 47,1057.448938,705.35,640,24,0.477272727,0.227272727,0.5
3/15/24,Campaign ABC,AG 48,5.74,0,3,0,,,
3/15/24,Campaign ABC,AG 50,0,0,0,0,,,
3/15/24,Campaign ABC,AG 51,0,0,0,0,,,
3/15/24,Campaign ABC,AG 52,43.35,0,14,0,,,
3/15/24,Campaign ABC,AG 53,0,0,0,0,,,
3/15/24,Campaign ABC,AG 54,127.34,0,39,0,1,1,0
3/15/24,Campaign ABC,AG 55,575.7,51.52,148,8,0.428571429,0.285714286,0
3/15/24,Campaign ABC,AG 56,1.51,0,1,0,,,
3/15/24,Campaign ABC,AG 57,0,0,0,0,,,
3/15/24,Campaign ABC,AG 58,8.82,0,1,0,,,
3/15/24,Campaign ABC,AG 59,0,0,0,0,,,
3/15/24,Campaign ABC,AG 60,2.96,0,2,0,,,
3/15/24,Campaign ABC,AG 61,50.1,0,12,1,,,
3/15/24,Campaign ABC,AG 64,20.74,0,5,0,,,
3/15/24,Campaign ABC,AG 65,0,0,0,0,,,
3/15/24,Campaign ABC,AG 66,18.25,0,8,0,,,
3/15/24,Campaign ABC,AG 67,28.79,0,4,0,,,
3/15/24,Campaign ABC,AG 71,0,0,0,0,,,
3/14/24,Campaign ABC,AG 1,14.56,0,5,0,,,
3/14/24,Campaign ABC,AG 4,21.88,0,3,0,,,
3/14/24,Campaign ABC,AG 5,0,0,0,0,,,
3/14/24,Campaign ABC,AG 6,0,0,0,0,,,
3/14/24,Campaign ABC,AG 7,0,0,0,0,,,
3/14/24,Campaign ABC,AG 8,44.79,0,12,0,,,
3/14/24,Campaign ABC,AG 9,12.83,0,6,0,,,
3/14/24,Campaign ABC,AG 10,0,0,0,0,,,
3/14/24,Campaign ABC,AG 11,9.69,0,3,0,0,0,
3/14/24,Campaign ABC,AG 12,11.18,0,2,0,,,
3/14/24,Campaign ABC,AG 13,16.31,165.51,7,1,0,1,1
3/14/24,Campaign ABC,AG 14,29.09,0,23,0,0,0,
3/14/24,Campaign ABC,AG 15,53.83,117.2,16,3,1,1,0
3/14/24,Campaign ABC,AG 17,13.5,0,3,0,,,
3/14/24,Campaign ABC,AG 19,0,0,0,0,,,
3/14/24,Campaign ABC,AG 20,19.32,0,6,0,,,
3/14/24,Campaign ABC,AG 21,114.74,156.33,29,3,0.4,0.6,0.333333333
3/14/24,Campaign ABC,AG 22,75.56,5118.75,19,1,0,1,1
3/14/24,Campaign ABC,AG 23,16.78,0,4,0,,,
3/14/24,Campaign ABC,AG 25,311.81,48.99,37,10,0.727272727,0.909090909,0.1
3/14/24,Campaign ABC,AG 27,1090.76,4207.09,217,24,0.571428571,0.678571429,0.421052632
3/14/24,Campaign ABC,AG 28,20.37,0,6,0,,,
3/14/24,Campaign ABC,AG 34,336.47,0,95,2,0.4,0,
3/14/24,Campaign ABC,AG 35,56.7,0,18,1,0,0,
3/14/24,Campaign ABC,AG 36,151.51,168.8,37,2,0,0.5,1
3/14/24,Campaign ABC,AG 37,3.36,0,2,0,,,
3/14/24,Campaign ABC,AG 38,0,0,0,0,,,
3/14/24,Campaign ABC,AG 40,0,0,0,0,,,
3/14/24,Campaign ABC,AG 42,0,0,0,0,,,
3/14/24,Campaign ABC,AG 43,143.91,4.96,86,3,0.25,0.25,0.5
3/14/24,Campaign ABC,AG 44,19.85,0,5,1,0,1,0
3/14/24,Campaign ABC,AG 46,52.33,282.81,13,0,1,1,0
3/14/24,Campaign ABC,AG 47,1115.4,629.01,678,40,0.4,0.344827586,0.2
3/14/24,Campaign ABC,AG 48,9.24,0,1,0,,,
3/14/24,Campaign ABC,AG 50,6,0,1,0,,,
3/14/24,Campaign ABC,AG 52,14.47,0,7,0,,,
3/14/24,Campaign ABC,AG 54,87.19,57.52,30,2,1,0.5,0
3/14/24,Campaign ABC,AG 55,409.29,302.52,119,6,0.8,0.8,0.375
3/14/24,Campaign ABC,AG 56,0,0,0,0,,,
3/14/24,Campaign ABC,AG 57,0,0,0,0,,,
3/14/24,Campaign ABC,AG 58,0,0,0,0,,,
3/14/24,Campaign ABC,AG 59,3.93,0,1,0,,,
3/14/24,Campaign ABC,AG 60,1.31,108.71,1,1,1,1,1
3/14/24,Campaign ABC,AG 61,16.65,0,4,1,1,1,1
3/14/24,Campaign ABC,AG 64,19.51,35.64,6,1,1,1,1
3/14/24,Campaign ABC,AG 65,4.82,0,1,0,,,
3/14/24,Campaign ABC,AG 66,22.25,0,7,1,0,0,
3/14/24,Campaign ABC,AG 67,64.13,0,11,0,,,
3/14/24,Campaign ABC,AG 70,0,0,0,0,,,
3/14/24,Campaign ABC,AG 71,0,0,0,0,,,
3/14/24,Campaign ABC,AG 73,0,0,0,0,,,
3/13/24,Campaign ABC,AG 1,9.67,0,1,0,,,
3/13/24,Campaign ABC,AG2,0,0,0,0,,,
3/13/24,Campaign ABC,AG 4,33.87,0,7,0,,,
3/13/24,Campaign ABC,AG 5,0,0,0,0,,,
3/13/24,Campaign ABC,AG 6,6.68,0,3,0,,,
3/13/24,Campaign ABC,AG 7,13.72,0,2,0,,,
3/13/24,Campaign ABC,AG 8,24.68,40,7,3,0,0.333333333,0
3/13/24,Campaign ABC,AG 9,23.98,0,7,1,1,1,1
3/13/24,Campaign ABC,AG 10,0,0,0,0,,,
3/13/24,Campaign ABC,AG 11,27.47,0,5,0,,,
3/13/24,Campaign ABC,AG 12,16.35,0,3,1,0,0,
3/13/24,Campaign ABC,AG 13,12.46,0,5,1,0,0,
3/13/24,Campaign ABC,AG 14,20.05,0,13,0,,,
3/13/24,Campaign ABC,AG 15,29.94,0,13,0,,,
3/13/24,Campaign ABC,AG 17,3.84,0,2,0,,,
3/13/24,Campaign ABC,AG 19,1.29,0,1,0,,,
3/13/24,Campaign ABC,AG 20,38.05,28.44,7,2,0,1,0.5
3/13/24,Campaign ABC,AG 21,263.06,68.59,42,1,1,1,0
3/13/24,Campaign ABC,AG 22,145.86,12.1,40,1,1,1,0
3/13/24,Campaign ABC,AG 23,40.58,0,10,2,0,0,
3/13/24,Campaign ABC,AG 25,267.27,962.84,34,6,0.875,1,0.25
3/13/24,Campaign ABC,AG 27,1115.83,746.61,222,27,0.540540541,0.837837838,0.129032258
3/13/24,Campaign ABC,AG 28,3.12,0,2,1,,,
3/13/24,Campaign ABC,AG 32,0,0,0,0,,,
3/13/24,Campaign ABC,AG 34,367.37,27.82,103,9,0.444444444,0.333333333,0
3/13/24,Campaign ABC,AG 35,78.48,0,27,1,0,0,
3/13/24,Campaign ABC,AG 36,178.67,27.73,46,2,0.333333333,0.5,0.333333333
3/13/24,Campaign ABC,AG 37,2.16,0,1,0,,,
3/13/24,Campaign ABC,AG 40,18.42,0,4,0,,,
3/13/24,Campaign ABC,AG 42,10.52,0,2,0,,,
3/13/24,Campaign ABC,AG 43,111.83,0,94,1,0,0,
3/13/24,Campaign ABC,AG 44,26.93,0,9,0,0,0,
3/13/24,Campaign ABC,AG 46,58.26,0,9,2,1,1,0
3/13/24,Campaign ABC,AG 47,1399.77,7746.9,908,33,0.423728814,0.522033898,0.210526316
3/13/24,Campaign ABC,AG 48,2.59,0,2,0,,,
3/13/24,Campaign ABC,AG 50,9.19,0,1,0,,,
3/13/24,Campaign ABC,AG 51,0,0,0,0,,,
3/13/24,Campaign ABC,AG 52,51.25,40.38,12,2,1,1,0
